山形県,0601,村山,06201,山形市
山形県,0601,村山,06206,寒河江市
山形県,0601,村山,06207,上山市
山形県,0601,村山,06208,村山市
山形県,0601,村山,06210,天童市
山形県,0601,村山,06211,東根市
山形県,0601,村山,06212,尾花沢市
山形県,0601,村山,06301,山辺町
山形県,0601,村山,06302,中山町
山形県,0601,村山,06321,河北町
山形県,0601,村山,06322,西川町
山形県,0601,村山,06323,朝日町
山形県,0601,村山,06324,大江町
山形県,0601,村山,06341,大石田町
山形県,0602,最上,06205,新庄市
山形県,0602,最上,06361,金山町
山形県,0602,最上,06362,最上町
山形県,0602,最上,06363,舟形町
山形県,0602,最上,06364,真室川町
山形県,0602,最上,06365,大蔵村
山形県,0602,最上,06366,鮭川村
山形県,0602,最上,06367,戸沢村
山形県,0603,置賜,06202,米沢市
山形県,0603,置賜,06209,長井市
山形県,0603,置賜,06213,南陽市
山形県,0603,置賜,06381,高畠町
山形県,0603,置賜,06382,川西町
山形県,0603,置賜,06401,小国町
山形県,0603,置賜,06402,白鷹町
山形県,0603,置賜,06403,飯豊町
山形県,0604,庄内,06203,鶴岡市
山形県,0604,庄内,06204,酒田市
山形県,0604,庄内,06426,三川町
山形県,0604,庄内,06428,庄内町
山形県,0604,庄内,06461,遊佐町
