福島県,0701,県北,07201,福島市
福島県,0701,県北,07210,二本松市
福島県,0701,県北,07213,伊達市
福島県,0701,県北,07214,本宮市
福島県,0701,県北,07301,桑折町
福島県,0701,県北,07303,国見町
福島県,0701,県北,07308,川俣町
福島県,0701,県北,07322,大玉村
福島県,0702,県中,07203,郡山市
福島県,0702,県中,07207,須賀川市
福島県,0702,県中,07211,田村市
福島県,0702,県中,07342,鏡石町
福島県,0702,県中,07344,天栄村
福島県,0702,県中,07501,石川町
福島県,0702,県中,07502,玉川村
福島県,0702,県中,07503,平田村
福島県,0702,県中,07504,浅川町
福島県,0702,県中,07505,古殿町
福島県,0702,県中,07521,三春町
福島県,0702,県中,07522,小野町
福島県,0703,県南,07205,白河市
福島県,0703,県南,07461,西郷村
福島県,0703,県南,07464,泉崎村
福島県,0703,県南,07465,中島村
福島県,0703,県南,07466,矢吹町
福島県,0703,県南,07481,棚倉町
福島県,0703,県南,07482,矢祭町
福島県,0703,県南,07483,塙町
福島県,0703,県南,07484,鮫川村
福島県,0706,相双,07209,相馬市
福島県,0706,相双,07212,南相馬市
福島県,0706,相双,07541,広野町
福島県,0706,相双,07542,楢葉町
福島県,0706,相双,07543,富岡町
福島県,0706,相双,07544,川内村
福島県,0706,相双,07545,大熊町
福島県,0706,相双,07546,双葉町
福島県,0706,相双,07547,浪江町
福島県,0706,相双,07548,葛尾村
福島県,0706,相双,07561,新地町
福島県,0706,相双,07564,飯舘村
福島県,0707,いわき,07204,いわき市
福島県,0708,会津・南会津,07202,会津若松市
福島県,0708,会津・南会津,07208,喜多方市
福島県,0708,会津・南会津,07402,北塩原村
福島県,0708,会津・南会津,07405,西会津町
福島県,0708,会津・南会津,07407,磐梯町
福島県,0708,会津・南会津,07408,猪苗代町
福島県,0708,会津・南会津,07421,会津坂下町
福島県,0708,会津・南会津,07422,湯川村
福島県,0708,会津・南会津,07423,柳津町
福島県,0708,会津・南会津,07444,三島町
福島県,0708,会津・南会津,07445,金山町
福島県,0708,会津・南会津,07446,昭和村
福島県,0708,会津・南会津,07447,会津美里町
福島県,0708,会津・南会津,07362,下郷町
福島県,0708,会津・南会津,07364,檜枝岐村
福島県,0708,会津・南会津,07367,只見町
福島県,0708,会津・南会津,07368,南会津町
